N,P,K,temperature,humidity,ph,rainfall,label
30.08,36.72,20.76,30.79,86.31,6.83,43.6,mungbean
18.2,60.72,19.98,19.56,62.98,6.12,40.05,lentil
21.45,75.29,99.96,24.04,15.22,7.99,98.45,chickpea
18.77,139.81,200.58,21.82,93.79,6.47,101.94,apple
35.57,61.57,16.68,30.01,69.43,7.21,63.43,blackgram
85.46,49.21,39.73,24.54,89.7,5.58,180.56,rice
92.65,13.67,50.57,28.18,93.36,6.43,24.25,muskmelon
90.22,44.83,35.45,26.08,76.93,6.71,221.63,rice
102.79,54.12,20.94,23.96,79.41,6.29,96.09,cotton
85.06,27.85,32.09,25.09,65.69,7.43,168.64,coffee
22.46,20.73,34.32,27.67,92.49,5.7,207.51,coconut
61.13,64.04,47.77,34.02,89.15,6.77,128.01,papaya
33.04,29.0,34.39,30.22,54.71,5.41,42.33,mango
91.63,14.14,52.59,28.01,90.78,6.17,22.09,muskmelon
31.55,129.33,201.16,21.54,90.36,5.69,107.28,apple
46.63,60.62,49.88,36.95,90.14,6.79,138.39,papaya
32.37,13.73,12.32,13.08,91.37,6.28,109.36,orange
106.36,23.87,54.31,27.22,94.55,6.54,22.57,muskmelon
18.11,46.88,16.54,29.8,36.81,6.92,52.58,mothbeans
60.22,57.51,35.25,24.33,83.28,5.62,240.71,rice
28.69,20.39,13.79,14.91,92.5,6.99,108.51,orange
99.63,16.95,25.57,25.38,56.83,6.61,152.92,coffee
21.8,69.32,20.71,33.86,31.31,5.68,115.67,pigeonpeas
15.2,143.11,203.74,22.62,90.02,5.85,124.25,apple
96.4,22.2,50.84,24.35,85.3,6.39,47.95,watermelon
117.23,21.32,32.97,25.25,56.41,6.46,157.16,coffee
18.69,24.18,40.04,21.14,91.09,6.97,113.11,pomegranate
64.33,78.91,51.99,37.47,91.86,6.68,52.01,papaya
100.66,21.19,47.31,26.31,86.03,6.31,41.21,watermelon
101.14,11.97,49.88,25.07,88.9,6.1,45.34,watermelon
22.38,55.48,24.77,24.02,22.93,5.99,66.81,kidneybeans
20.92,36.59,24.59,33.42,82.08,6.37,64.44,mungbean
84.85,42.93,38.98,25.65,77.86,6.03,185.39,jute
66.1,74.15,47.52,24.24,90.04,6.54,103.73,papaya
29.73,135.56,197.5,16.56,89.76,6.95,73.35,grapes
21.64,16.52,14.78,33.64,93.83,6.63,105.54,orange
53.11,79.23,49.82,42.89,88.35,6.49,43.54,papaya
23.2,58.38,23.93,29.11,84.85,6.78,42.69,mungbean
28.66,54.95,21.11,27.25,86.09,6.4,45.29,mungbean
92.99,53.5,36.03,24.67,82.27,7.34,177.67,jute
35.45,10.43,32.98,29.59,93.05,6.05,163.65,coconut
92.7,47.88,35.77,26.33,85.06,6.94,168.06,jute
74.52,56.34,42.33,24.17,82.45,6.76,182.25,jute
101.9,20.43,48.25,24.74,84.53,6.01,48.21,watermelon
94.47,41.16,21.96,26.86,74.75,7.24,81.41,maize
27.8,18.93,25.78,29.87,52.66,6.29,92.03,mango
96.3,24.94,47.27,25.81,82.96,6.33,41.64,watermelon
100.47,14.94,48.9,25.74,85.45,6.2,42.37,watermelon
29.15,51.76,17.47,27.8,42.04,7.4,51.41,mothbeans
32.08,45.43,23.1,30.69,76.52,6.24,40.5,mungbean
61.16,37.08,40.54,25.87,81.91,7.49,155.39,jute
92.99,23.57,52.77,25.33,88.96,6.0,40.59,watermelon
19.19,124.34,203.49,23.59,91.82,5.96,123.38,apple
38.49,58.92,20.18,28.83,40.61,6.6,47.42,mothbeans
139.73,58.62,15.2,24.65,74.44,5.6,93.32,cotton
43.68,79.14,19.03,30.1,60.32,6.49,64.66,blackgram
28.54,74.85,23.03,29.43,62.35,6.13,75.14,blackgram
22.91,78.57,16.02,18.84,19.32,5.73,140.14,kidneybeans
109.21,14.86,53.97,26.39,84.16,6.17,43.07,watermelon
62.23,56.58,53.77,38.16,85.17,6.58,158.16,papaya
25.1,19.97,34.89,32.9,54.86,4.96,83.41,mango
69.53,56.23,19.08,18.29,73.18,6.89,100.02,maize
19.94,45.64,17.82,31.88,76.36,6.94,55.83,mungbean
90.25,24.52,50.81,27.95,92.16,6.67,27.79,muskmelon
95.57,90.23,51.1,29.42,78.78,6.91,111.66,banana
67.99,50.24,41.97,21.97,88.66,6.19,226.07,rice
118.89,40.9,18.03,26.29,70.59,6.87,84.83,cotton
109.74,15.05,47.11,27.34,93.99,6.73,20.74,muskmelon
23.58,59.78,24.12,15.79,68.69,7.39,35.26,lentil
32.91,16.82,42.06,21.31,88.96,5.88,105.12,pomegranate
15.86,78.36,22.84,23.76,65.7,5.63,42.39,lentil
15.87,128.18,199.11,23.78,91.78,5.67,107.78,apple
106.69,10.6,45.62,26.84,81.92,6.09,43.52,watermelon
47.0,63.51,45.42,40.45,92.31,6.51,127.12,papaya
79.81,50.81,38.38,26.32,80.71,5.98,217.41,rice
19.29,134.52,195.72,22.8,87.0,5.56,74.5,grapes
139.6,36.42,17.36,24.1,74.75,5.6,85.53,cotton
27.21,123.67,197.83,23.39,90.47,6.02,123.34,apple
21.06,136.93,197.89,9.84,85.69,5.8,65.41,grapes
95.09,12.69,51.04,26.06,81.41,6.5,48.39,watermelon
16.43,55.36,22.31,30.87,64.27,9.0,66.77,mothbeans
37.55,10.02,42.9,19.13,90.86,5.52,124.09,pomegranate
83.7,36.29,38.59,25.25,89.25,5.56,288.78,rice
16.36,74.58,22.54,18.45,24.18,6.0,65.98,kidneybeans
37.22,129.6,203.86,12.13,85.55,6.14,60.99,grapes
102.7,24.08,52.89,28.0,90.73,6.22,25.52,muskmelon
31.55,77.07,22.98,27.53,67.54,6.63,192.17,pigeonpeas
118.7,80.34,49.71,27.04,80.84,5.83,114.71,banana
99.28,75.4,49.19,28.72,84.73,6.69,115.62,banana
52.6,70.77,46.2,42.83,89.2,6.85,70.88,papaya
94.6,70.61,50.17,23.09,75.17,5.7,126.48,banana
80.76,44.61,24.73,22.74,61.16,6.72,64.05,maize
39.77,58.43,15.5,19.28,40.88,5.31,90.0,pigeonpeas
16.68,60.73,17.38,20.28,50.1,6.22,122.27,pigeonpeas
20.84,130.48,196.07,22.92,94.98,5.77,114.18,apple
91.92,89.45,49.98,23.98,88.09,6.05,99.72,banana
39.28,23.31,36.36,23.12,89.41,5.94,113.88,pomegranate
34.06,50.42,24.88,27.44,85.03,6.77,59.05,mungbean
31.46,55.42,16.34,28.86,63.13,6.33,49.38,mungbean
121.79,46.92,24.96,23.01,76.49,6.17,96.68,cotton
61.81,58.42,41.23,24.71,81.76,6.47,266.4,rice
28.91,49.96,24.92,25.65,48.74,8.23,32.05,mothbeans
30.54,10.62,37.21,23.89,92.04,5.78,105.12,pomegranate
32.97,136.42,204.58,22.15,92.91,6.18,100.51,apple
30.24,69.19,22.06,33.65,68.99,6.28,145.0,pigeonpeas
119.17,95.45,45.54,27.31,83.3,6.57,104.32,banana
33.29,36.11,25.33,29.19,47.11,4.5,92.5,mango
125.75,35.43,20.17,25.73,80.46,7.14,83.07,cotton
34.39,76.86,16.51,27.86,65.21,6.85,65.89,blackgram
77.84,54.78,43.31,23.12,84.65,6.22,175.06,jute
113.57,78.23,46.88,23.86,89.7,6.28,105.0,banana
44.14,60.96,15.22,28.82,66.54,6.74,77.87,blackgram
118.69,89.66,49.96,23.34,87.8,5.81,114.97,banana
51.79,57.17,53.19,34.01,93.1,6.78,169.03,papaya
87.7,39.3,26.48,24.04,57.34,7.25,160.35,coffee
93.54,22.35,51.24,28.13,92.44,6.59,20.55,muskmelon
94.21,57.79,44.16,26.16,78.03,7.4,198.01,jute
18.93,24.72,35.09,22.82,88.89,5.65,105.39,pomegranate
47.85,66.83,50.32,39.14,90.01,6.56,57.64,papaya
26.92,40.92,15.14,24.84,61.28,9.68,40.36,mothbeans
22.55,55.94,24.6,24.3,66.7,7.47,37.5,lentil
15.92,58.53,20.36,30.77,62.26,6.98,62.74,mungbean
91.56,25.72,33.85,23.32,61.49,7.4,186.99,coffee
93.43,14.02,51.08,24.32,81.93,6.14,43.37,watermelon
23.13,75.42,18.51,31.13,63.09,4.65,99.89,pigeonpeas
84.93,37.1,42.15,26.91,78.19,5.89,198.3,rice
108.1,22.11,28.96,23.15,54.06,7.24,167.29,coffee
117.48,78.5,46.24,27.54,87.27,5.83,108.44,banana
21.12,62.68,21.92,27.78,71.62,7.14,62.63,blackgram
19.56,26.9,28.79,32.54,50.6,5.83,83.49,mango
104.35,32.88,34.61,26.39,58.98,6.24,188.9,coffee
84.62,33.1,34.21,24.27,53.33,7.17,172.89,coffee
74.93,54.99,23.16,26.05,72.34,6.63,94.62,maize
16.13,44.84,24.67,32.04,79.42,6.95,41.75,mungbean
29.86,79.8,87.19,20.42,15.26,7.46,75.01,chickpea
62.32,55.45,39.28,26.73,75.68,5.81,196.77,rice
21.11,77.65,18.67,33.25,64.02,6.13,66.06,blackgram
97.14,23.76,53.73,29.05,92.5,6.37,25.42,muskmelon
25.91,46.15,22.74,25.49,64.9,6.33,40.7,mungbean
40.64,60.97,16.46,33.09,68.86,6.66,62.61,blackgram
27.35,75.28,17.82,22.18,22.13,5.61,88.24,kidneybeans
61.06,42.43,18.48,25.18,62.82,6.46,63.01,maize
92.0,55.16,21.55,24.85,69.66,6.15,63.47,maize
15.1,66.85,17.4,16.63,24.7,6.17,126.8,kidneybeans
20.47,57.11,20.71,20.86,46.71,7.42,170.76,pigeonpeas
34.07,125.59,200.01,37.18,86.14,6.02,67.43,grapes
32.27,16.02,41.27,19.54,85.47,6.85,114.03,pomegranate
109.55,76.64,46.96,23.94,78.06,6.29,99.29,banana
98.69,58.12,40.73,26.88,80.04,7.01,177.74,jute
36.0,17.34,39.13,18.44,89.15,6.09,108.12,pomegranate
78.02,37.63,43.32,25.06,77.59,7.11,150.82,jute
64.2,68.86,50.24,27.37,93.59,6.68,54.19,papaya
35.27,141.86,201.66,23.6,92.71,6.19,124.93,apple
18.96,128.81,199.44,22.21,94.19,5.81,102.7,apple
107.54,15.99,48.51,26.94,84.01,6.13,47.45,watermelon
90.55,22.46,33.51,24.57,65.48,7.17,155.43,coffee
45.11,70.52,47.39,36.69,85.17,6.16,188.4,papaya
92.26,48.35,42.94,25.06,81.0,6.21,183.07,jute
80.16,55.32,37.21,23.32,81.31,6.89,166.36,jute
31.9,61.17,94.42,18.33,23.15,7.12,94.54,chickpea
33.72,74.51,24.18,18.36,19.42,5.69,128.99,kidneybeans
16.4,22.04,13.27,31.24,91.42,6.46,110.36,orange
33.19,141.14,200.59,24.29,85.65,5.8,64.69,grapes
37.72,42.45,23.68,33.68,65.6,6.31,55.7,mungbean
130.58,51.24,15.17,26.5,84.42,6.15,82.57,cotton
105.84,17.02,52.43,27.3,93.97,6.34,23.88,muskmelon
24.66,36.49,28.8,31.27,54.57,5.26,66.75,mango
117.95,82.73,49.25,27.7,81.64,6.29,111.37,banana
39.54,144.13,196.42,41.12,84.72,5.75,74.32,grapes
89.18,37.54,40.54,26.9,80.88,6.36,292.12,rice
25.72,24.5,30.34,35.2,51.76,6.04,69.07,mango
111.86,30.68,29.66,25.13,57.55,7.44,191.55,coffee
21.56,53.56,20.71,28.91,89.47,6.61,54.52,mungbean
71.88,42.03,44.13,26.19,83.95,6.03,177.95,jute
83.92,51.13,36.27,24.42,86.53,6.15,275.68,rice
55.95,76.47,53.51,38.83,91.74,6.61,232.96,papaya
105.42,77.5,47.15,27.6,86.04,6.97,119.04,banana
21.15,130.87,200.06,23.48,90.7,6.35,100.18,apple
103.41,12.94,47.11,29.29,92.94,6.19,29.02,muskmelon
110.67,86.26,50.85,28.89,83.91,5.55,123.72,banana
92.32,47.31,36.63,26.24,80.19,6.12,201.17,rice
77.3,51.53,37.91,24.62,74.56,7.33,155.81,jute
16.11,59.49,19.71,17.94,61.1,6.44,48.02,lentil
25.81,75.07,17.21,33.53,54.47,6.92,136.9,pigeonpeas
105.43,10.74,46.49,29.82,91.76,6.71,22.89,muskmelon
19.92,67.75,17.08,26.34,68.12,7.3,51.15,lentil
16.84,14.67,36.14,20.43,89.02,6.1,125.75,pomegranate
28.88,22.44,31.45,30.98,50.14,5.63,76.15,mango
19.24,59.91,24.63,22.2,39.35,7.04,167.07,pigeonpeas
29.42,56.74,19.4,30.45,85.09,6.35,55.74,mungbean
80.99,52.58,41.96,20.16,76.17,5.92,277.99,rice
18.29,60.26,21.46,22.55,61.4,6.64,46.21,lentil
25.42,124.18,197.33,31.02,84.34,5.61,65.59,grapes
36.45,25.98,25.04,26.72,96.81,6.09,153.48,coconut
21.56,61.02,89.69,20.98,24.1,7.91,72.09,chickpea
21.05,55.44,19.29,18.69,19.76,6.33,93.26,kidneybeans
19.98,34.78,26.0,29.05,46.86,5.98,82.47,mango
34.89,143.06,195.51,30.0,83.64,5.73,73.65,grapes
38.51,36.1,24.41,28.08,59.07,8.71,60.79,mothbeans
66.82,40.99,43.1,22.89,81.27,6.84,292.78,rice
27.67,22.52,32.36,27.72,45.33,5.8,72.23,mango
19.8,43.15,16.79,34.58,79.39,6.53,63.52,mungbean
33.55,64.41,24.11,30.18,72.36,6.45,64.64,blackgram
32.07,23.67,14.04,20.95,94.65,6.42,117.29,orange
66.87,59.95,21.34,25.21,65.62,6.33,64.38,maize
28.74,26.96,12.87,11.6,92.12,6.49,119.52,orange
19.12,23.19,36.05,21.98,87.83,6.0,115.51,pomegranate
38.43,55.23,86.24,22.08,14.7,6.25,79.34,chickpea
23.55,62.66,22.51,23.63,67.87,7.1,146.59,pigeonpeas
27.63,25.04,29.69,27.39,54.38,5.9,30.58,mango
38.0,24.94,42.19,23.97,92.08,5.58,113.24,pomegranate
61.69,74.73,47.09,35.36,89.05,6.47,57.49,papaya
42.54,55.13,89.0,21.33,20.62,7.72,90.58,chickpea
67.28,45.87,22.58,20.47,62.42,6.31,80.22,maize
50.43,70.26,45.6,30.42,89.72,6.09,246.72,papaya
64.75,69.04,47.54,24.91,88.59,6.77,138.68,papaya
33.27,25.24,38.36,23.1,88.33,6.9,110.13,pomegranate
40.02,70.67,16.51,32.2,67.56,6.64,78.73,blackgram
20.06,65.41,23.43,22.85,62.53,5.93,46.15,lentil
22.67,66.17,21.23,21.06,63.03,5.89,48.24,lentil
84.71,33.29,32.28,24.24,52.09,6.09,195.27,coffee
66.25,37.29,20.8,21.32,72.47,6.84,88.92,maize
65.91,66.71,50.16,31.67,85.43,6.45,225.39,papaya
109.74,11.51,46.11,28.84,93.28,6.56,28.81,muskmelon
17.46,63.04,23.31,21.41,61.2,6.58,43.79,lentil
64.51,70.33,52.74,32.52,93.36,6.08,222.14,papaya
23.17,28.01,26.51,26.42,93.95,6.88,201.22,coconut
71.73,39.51,23.51,19.8,63.91,6.74,109.71,maize
100.25,17.8,28.95,25.27,64.43,6.99,176.23,coffee
70.16,58.32,39.1,26.28,83.02,7.28,171.08,jute
106.15,82.79,47.65,29.29,79.79,6.15,126.33,banana
38.52,132.2,200.2,21.28,91.0,6.28,107.71,apple
92.5,51.96,40.27,25.14,74.52,7.34,182.91,jute
37.22,121.34,199.72,27.84,81.82,5.7,73.35,grapes
108.97,20.84,52.73,26.19,84.03,6.63,44.1,watermelon
33.26,23.22,11.17,31.17,91.81,6.81,117.89,orange
22.11,60.89,15.32,31.53,64.17,6.35,66.76,blackgram
130.3,58.56,23.45,25.89,72.41,7.38,89.02,cotton
33.44,59.95,18.73,29.61,60.62,6.56,76.18,blackgram
130.47,42.05,18.26,24.01,79.92,6.52,75.38,cotton
35.92,78.95,93.27,20.67,20.51,6.74,94.16,chickpea
29.55,24.33,28.18,27.64,91.95,6.33,186.06,coconut
106.32,17.25,30.39,25.74,63.77,6.58,193.56,coffee
96.22,22.92,52.96,25.65,89.42,6.65,46.3,watermelon
27.19,62.38,17.42,15.55,20.62,5.87,66.21,kidneybeans
107.73,14.65,45.52,27.39,90.7,6.73,26.78,muskmelon
23.97,122.28,198.4,23.83,91.94,5.91,113.5,apple
40.56,62.41,83.89,17.92,23.26,6.09,72.45,chickpea
83.66,58.96,38.54,23.75,81.68,7.39,170.58,jute
21.25,56.31,16.53,26.68,69.23,7.38,73.24,blackgram
37.93,22.88,31.14,28.54,90.99,6.18,170.12,coconut
20.3,67.65,90.26,18.47,23.93,7.23,96.38,chickpea
19.2,122.28,203.59,25.82,88.24,6.06,66.45,grapes
84.99,26.79,31.56,27.45,55.53,6.09,160.86,coffee
93.08,37.49,38.34,25.46,74.0,6.1,153.36,jute
21.21,16.25,28.48,36.03,49.7,4.64,96.99,mango
29.42,69.98,21.6,18.72,63.83,5.88,48.02,lentil
35.7,142.66,196.66,35.69,89.06,6.82,70.58,grapes
17.88,36.55,20.99,30.86,56.56,7.5,69.09,mothbeans
43.81,73.55,23.03,32.45,62.87,7.06,74.82,blackgram
31.92,60.22,15.76,18.32,21.84,6.31,107.93,kidneybeans
35.11,69.36,24.29,26.19,54.14,5.49,116.43,pigeonpeas
25.94,61.56,21.04,26.2,68.06,6.87,46.14,lentil
25.16,59.3,21.48,28.1,61.46,6.36,57.95,mungbean
23.55,78.94,24.35,26.51,61.32,6.89,53.28,lentil
94.79,25.16,25.33,23.8,54.56,6.4,162.13,coffee
106.36,23.9,50.02,28.29,94.62,6.55,23.21,muskmelon
17.59,17.63,30.09,25.57,90.0,6.7,153.61,coconut
20.48,19.42,11.31,22.38,92.93,6.77,114.59,orange
15.4,37.08,22.82,27.75,67.34,6.74,61.59,mungbean
17.81,26.63,30.1,28.88,49.09,5.78,95.54,mango
25.54,40.71,24.1,34.76,87.35,7.18,63.22,mungbean
23.37,28.0,26.12,27.19,52.7,6.65,71.17,mango
92.21,10.83,48.29,27.82,93.89,6.32,22.07,muskmelon
119.79,35.4,32.69,23.89,64.47,6.32,191.99,coffee
15.19,65.68,24.3,19.54,61.06,6.01,39.49,lentil
16.32,22.18,11.78,24.85,91.75,6.81,109.47,orange
17.47,64.59,16.92,16.95,69.04,6.71,46.39,lentil
37.12,17.61,25.72,27.24,47.0,6.67,39.85,mango
36.93,124.89,198.1,22.8,94.25,6.13,119.92,apple
32.01,19.72,29.27,25.43,90.26,6.76,221.69,coconut
17.3,21.1,12.78,33.11,90.4,6.89,103.07,orange
63.41,52.98,21.13,24.15,58.64,6.89,93.38,maize
36.84,67.65,24.87,29.32,64.72,7.25,77.93,blackgram
27.84,19.47,26.36,28.07,95.94,6.65,169.08,coconut
22.0,21.65,31.09,35.72,48.07,4.99,50.54,mango
18.48,63.96,15.0,18.34,68.63,6.66,54.23,lentil
22.12,73.05,83.74,18.92,20.61,6.69,97.06,chickpea
19.28,66.64,22.67,25.55,65.32,7.2,44.93,lentil
32.96,127.95,203.68,16.32,89.11,6.83,64.37,grapes
20.22,41.15,23.91,30.87,57.64,8.63,64.18,mothbeans
37.48,46.74,24.67,28.23,70.27,7.18,45.83,mungbean
97.96,20.32,53.96,24.68,82.71,6.73,47.14,watermelon
22.16,68.31,23.43,18.14,68.95,6.53,42.47,lentil
115.87,82.4,47.14,28.02,78.23,6.75,112.36,banana
34.89,22.89,29.68,27.57,99.3,5.71,153.91,coconut
91.02,43.36,15.58,26.56,60.15,6.29,71.6,maize
96.57,45.05,16.07,18.94,57.44,6.86,75.28,maize
21.67,10.66,26.87,27.49,95.64,6.64,155.92,coconut
19.14,135.69,198.4,23.94,90.86,5.84,104.11,apple
128.11,54.63,24.56,22.2,78.88,6.48,93.7,cotton
115.2,46.03,15.46,22.28,74.53,6.55,81.32,cotton
20.06,25.15,32.01,29.6,99.15,5.7,214.0,coconut
71.69,47.43,36.4,24.4,79.64,6.06,269.71,rice
38.52,48.67,15.2,31.03,63.6,7.05,51.3,mothbeans
30.58,27.63,38.87,21.19,87.42,6.69,115.93,pomegranate
64.83,46.98,35.33,24.22,71.8,7.46,199.67,jute
43.16,63.9,20.4,34.28,66.2,7.17,62.77,blackgram
90.76,21.84,52.03,26.84,81.33,6.33,49.49,watermelon
60.82,45.44,37.94,20.71,81.83,5.56,199.71,rice
24.03,14.09,13.71,33.37,90.47,6.77,117.5,orange
60.31,50.23,41.16,24.71,70.14,7.38,187.82,jute
32.07,132.03,201.32,23.94,92.81,5.79,104.6,apple
97.57,94.27,53.55,23.79,82.72,6.21,107.85,banana
39.31,40.12,20.09,30.96,85.05,7.16,52.57,mungbean
24.12,54.99,16.33,27.15,58.55,7.92,54.93,mothbeans
24.69,14.54,12.87,19.5,90.19,6.12,106.21,orange
104.56,16.26,54.74,27.53,90.5,6.39,26.55,muskmelon
83.82,46.9,17.32,26.97,64.96,6.87,82.59,maize
44.89,70.33,24.99,32.41,67.05,6.02,76.14,blackgram
32.21,74.03,81.24,20.34,24.95,6.97,65.95,chickpea
67.33,55.95,52.86,33.64,90.71,6.82,144.93,papaya
94.93,10.6,51.61,26.66,80.25,6.07,47.72,watermelon
111.62,83.55,53.66,23.13,83.35,5.99,127.65,banana
87.22,30.34,25.64,23.64,51.08,6.55,183.19,coffee
67.27,58.57,36.69,20.5,81.96,6.81,223.06,rice
43.31,57.05,24.86,34.8,61.06,6.07,70.9,blackgram
70.89,43.77,20.4,19.8,73.73,5.74,106.85,maize
37.73,126.47,198.34,23.95,94.53,5.53,110.42,apple
48.76,62.8,54.83,33.87,90.08,6.05,46.1,papaya
34.45,27.58,37.69,23.61,91.45,6.64,119.89,pomegranate
129.8,42.43,19.52,23.75,76.37,6.78,71.91,cotton
103.13,11.93,52.93,29.67,92.95,6.35,24.26,muskmelon
22.48,57.27,22.83,33.43,66.89,6.13,76.37,blackgram
35.64,57.13,24.21,21.51,36.73,5.5,190.9,pigeonpeas
27.37,138.11,203.4,21.92,81.39,5.63,66.18,grapes
28.4,68.82,15.79,20.25,46.79,5.33,121.3,pigeonpeas
77.45,52.41,22.53,18.94,71.58,5.52,71.73,maize
109.5,80.43,51.92,27.09,87.77,6.64,128.6,banana
40.35,77.17,83.36,23.58,17.21,7.27,62.31,chickpea
20.33,79.41,20.79,25.07,69.87,6.68,61.97,blackgram
98.91,45.96,36.47,23.04,84.54,6.68,153.74,jute
35.07,29.45,14.38,21.36,92.87,7.13,103.86,orange
73.26,38.53,41.15,25.98,82.77,6.81,158.7,jute
31.7,21.08,40.68,24.15,88.14,5.79,103.93,pomegranate
33.35,134.81,203.17,22.22,92.17,5.61,105.37,apple
29.67,69.09,19.49,36.63,43.01,5.58,175.78,pigeonpeas
88.64,57.93,15.91,25.78,73.01,7.12,73.71,maize
31.2,74.32,18.57,15.42,24.66,6.19,132.34,kidneybeans
30.16,64.43,24.2,30.46,70.84,6.28,77.29,blackgram
15.72,123.43,203.82,22.56,92.63,5.93,106.52,apple
34.03,77.25,17.05,18.1,18.1,6.46,94.45,kidneybeans
96.64,24.4,47.68,27.33,91.26,6.23,23.88,muskmelon
33.66,128.13,197.05,21.13,91.03,6.46,107.43,apple
24.79,140.72,196.96,22.7,89.45,5.84,69.0,grapes
15.89,128.27,201.89,37.0,86.26,5.93,61.82,grapes
26.06,67.64,16.12,32.04,69.13,7.48,129.23,pigeonpeas
107.5,74.7,47.75,26.66,75.51,6.59,118.01,banana
23.72,71.12,22.12,17.3,19.39,6.13,82.79,kidneybeans
32.43,73.54,24.33,33.59,36.84,7.17,125.96,pigeonpeas
86.5,40.92,37.56,24.87,75.39,6.77,194.94,jute
28.45,121.36,195.75,21.33,92.18,5.52,116.11,apple
103.06,36.41,22.29,25.52,78.01,6.18,66.71,cotton
101.28,16.59,47.79,25.77,88.29,6.52,43.11,watermelon
29.39,40.1,17.24,30.19,63.06,7.09,51.38,mungbean
108.79,34.21,30.26,27.65,69.9,6.84,166.0,coffee
29.63,60.17,20.34,15.85,66.69,6.49,43.42,lentil
93.52,83.44,47.23,23.28,76.85,6.93,104.48,banana
21.01,126.21,202.79,23.72,93.17,5.73,110.91,apple
31.49,56.95,19.96,31.56,41.98,5.51,52.03,mothbeans
104.42,57.35,24.23,24.63,79.18,6.35,91.6,cotton
80.98,37.66,23.84,21.89,72.37,5.71,89.72,maize
74.92,36.0,35.31,23.75,87.66,6.35,195.31,jute
24.99,21.17,14.26,27.92,93.84,7.25,104.08,orange
37.22,79.4,17.29,21.02,18.64,5.79,149.75,kidneybeans
104.06,21.51,47.73,25.28,83.08,6.44,43.22,watermelon
22.05,44.21,19.98,28.04,81.46,6.34,55.75,mungbean
69.04,64.29,48.35,29.05,89.43,6.94,196.21,papaya
35.5,36.36,15.6,26.5,61.4,9.48,44.07,mothbeans
103.72,88.2,47.1,25.61,76.62,6.91,112.37,banana
42.17,61.31,98.52,23.34,17.35,6.77,65.57,chickpea
32.68,75.89,24.08,22.13,24.79,5.52,76.51,kidneybeans
95.49,35.13,39.2,22.63,88.56,6.65,234.1,rice
21.83,13.78,25.11,29.08,92.1,5.58,193.03,coconut
89.72,34.71,25.77,23.28,63.41,7.04,172.64,coffee
90.0,58.42,21.5,22.06,69.38,6.74,68.4,maize
100.66,22.48,49.04,27.93,93.42,6.2,26.13,muskmelon
98.73,13.59,50.79,28.65,91.72,6.12,29.46,muskmelon
21.66,137.0,203.86,22.75,94.77,6.25,102.1,apple
30.41,20.94,31.91,30.13,46.31,6.01,45.74,mango
34.27,22.82,25.41,26.95,98.72,6.26,160.76,coconut
120.46,44.82,19.28,26.64,81.77,6.99,67.01,cotton
36.77,10.49,38.95,21.67,88.21,6.42,117.85,pomegranate
30.58,38.7,19.6,28.48,75.86,6.8,61.87,mungbean
99.58,78.68,54.58,29.47,79.44,5.99,120.71,banana
36.4,21.15,11.7,13.35,91.02,7.43,101.03,orange
36.26,62.32,85.85,19.64,21.31,6.69,95.54,chickpea
38.25,18.16,11.59,26.07,91.9,6.45,110.79,orange
32.62,10.01,26.5,26.46,94.28,6.19,169.32,coconut
28.46,33.85,28.63,29.49,46.76,6.53,94.95,mango
99.76,51.23,44.34,24.53,89.79,6.79,189.38,jute
29.22,68.6,23.42,30.77,61.72,6.08,65.06,blackgram
37.26,127.65,200.17,21.71,92.01,6.36,124.02,apple
115.39,88.13,49.92,24.5,88.98,6.79,119.15,banana
84.76,20.66,31.59,23.31,65.66,6.71,179.47,coffee
89.55,35.72,31.94,27.95,58.64,6.1,185.51,coffee
31.69,74.06,17.77,27.16,54.1,7.44,153.63,pigeonpeas
100.64,16.71,46.77,28.47,90.94,6.18,20.35,muskmelon
109.54,16.12,27.96,25.53,53.85,6.4,175.87,coffee
35.85,65.41,19.33,23.76,20.34,6.12,72.86,kidneybeans
43.88,60.1,78.48,21.22,23.12,6.86,75.46,chickpea
38.2,18.99,14.1,18.3,92.49,6.09,105.44,orange
81.58,57.35,39.84,25.02,85.9,7.3,150.94,jute
107.83,20.78,54.02,26.84,84.84,6.65,49.48,watermelon
39.94,18.52,38.83,19.05,88.7,6.37,125.73,pomegranate
16.16,23.23,10.96,19.65,94.31,6.42,118.57,orange
31.39,127.64,204.56,37.0,80.91,5.87,61.0,grapes
92.11,13.58,46.6,28.09,90.06,6.78,21.89,muskmelon
23.67,78.73,21.97,28.62,70.82,6.5,66.91,blackgram
36.1,46.11,18.35,28.67,79.51,6.65,43.01,mungbean
46.22,66.05,50.33,38.3,86.87,6.36,139.09,papaya
29.4,73.16,76.63,24.06,20.59,6.69,83.55,chickpea
19.4,19.58,31.86,26.5,91.1,6.52,160.95,coconut
32.18,29.45,30.57,30.9,53.52,6.83,51.84,mango
31.36,72.22,81.54,23.43,22.74,6.02,71.03,chickpea
101.39,24.84,49.41,25.21,88.69,6.65,40.9,watermelon
101.33,20.06,53.95,25.44,88.41,6.06,41.65,watermelon
60.77,60.78,51.94,33.74,92.38,6.4,41.78,papaya
93.3,38.0,43.51,20.66,79.16,6.44,259.82,rice
25.3,67.26,16.71,25.83,73.73,7.33,66.41,blackgram
94.23,59.69,19.96,22.33,58.62,6.25,92.54,maize
